Company,Company Name for Emails,Account Stage,Lists,# Employees,Industry,Account Owner,Website,Company Linkedin Url,Facebook Url,Twitter Url,Company Street,Company City,Company State,Company Country,Company Postal Code,Company Address,Keywords,Company Phone,SEO Description,Technologies,Total Funding,Latest Funding,Latest Funding Amount,Last Raised At,Annual Revenue,Number of Retail Locations,Apollo Account Id,SIC Codes,Short Description,Founded Year,Subsidiary of,Primary Intent Topic,Primary Intent Score,Secondary Intent Topic,Secondary Intent Score,Company Age
Precurio Software Company,Precurio Software Company,Cold,,50,information technology & services,david@davidjacobbusinessbrokers.com,http://www.precurio.com,http://www.linkedin.com/company/precurio,https://facebook.com/precurio,http://twitter.com/precurio,1627 Vine St,Denver,Colorado,United States,80206-1117,"1627 Vine St, Denver, Colorado, United States, 80206-1117","business process automation, document management systems, enterprise content management, customer portal, hr portal, intranet portal, intranet portals, document management, extranet portals, enterprise software, saas, collaboration, open source, internet, software, information technology, software development, intranet software, active directory integration, role-based access control, customizable design, mobile intranet, content management system, workflow automation, secure document sharing, real-time collaboration, team spaces, group sites, instant messaging, document version control, file access control, multilingual support, social media integration, event management, user engagement, task management, user permissions, notifications & alerts, instant search, custom portlets, employee profiles, digital asset management, internal blogs, event calendars, user notifications, third party integration, data analytics, feedback system, comments & discussions, resource booking, simplified navigation, bulk file uploading, branding options, live activity feeds, api access, customization & open source, cloud deployment, collaboration tools, user training, document locking, quick polls, site directory, content import from word/excel, secure chat, b2b, information technology & services, enterprises, computer software, events services, productivity",'+1 855-737-6327,"Precurio Intranet Software works with your users, infrastructure, requirements AND within your budget. It is simple, flexible and easy to deploy. Find out more!","Cloudflare DNS, Sendgrid, Gmail, Google Apps, CloudFlare Hosting, Google Analytics, ShareThis, Facebook Login (Connect), Google Font API, Facebook Custom Audiences, WordPress.org, Mobile Friendly, Facebook Widget, Google Tag Manager",,,,,2400000,,684383f76c2a670001e854ae,,"Precurio is a simple intranet portal solution that delivers exceptional value in terms of cost savings and benefits to our customers.

Many years back, we realised there was no such thing as the perfect intranet software - an intranet solution that was simple enough to be used without training, and robust enough to accommodate several enterprise nuances like Active Directory integration and Role bases access control. An intranet solution that wasn't just beautiful, but flexible enough to allow you design it into whatever you want, just like you would do a website.

Many years back, we built the perfect intranet software.

Now, Precurio has become the ultimate middle ground for IT managers torn between developing an in-house intranet portal, or purchasing an off-the-shelf intranet solution.",2008,,,,,,
kimbodo,kimbodo,Cold,,15,information technology & services,david@davidjacobbusinessbrokers.com,http://www.kimbodo.com,http://www.linkedin.com/company/kimbodosystems,https://www.facebook.com/kimbodosystems,http://twitter.com/kimbodo,1775 Diamond St,San Diego,California,United States,92109-3308,"1775 Diamond St, San Diego, California, United States, 92109-3308","seo friendly websites with continued support, productivity applications for the enterprise, easy to use content management system, email marketing engines, modern looking responsive websites, website analytics & custom goals tracking, generative ai & llm, contact management & business social tools, robotic process automation, google cloud consulting services, saas, social media marketing, web design, email marketing, enterprise software, consumer internet, email, social media, software, internet, information technology, technology, information & internet, performance marketing, document automation, data engineering, data analytics, virtual teams, qa automation, ai agents, business intelligence, machine learning, automation solutions, user insights, workflow automation, cloud data architecture, document processing, real-time monitoring, predictive analytics, data visualization, cross-platform integration, customer support services, lead generation, technical support, multilingual support, employee onboarding, quality assurance, penetration testing, automated testing, custom dashboards, data pipeline development, kpi development, e-commerce tracking, software troubleshooting, remote it support, scalability solutions, interactive tuning interfaces, secure data storage, document ingestion, decision rationales, api monitoring, market research, order processing, claims processing, user session replay, software support, data normalization, data masking, privacy compliance, computer software, information technology & services, consumers, marketing & advertising, enterprises, b2b, analytics, artificial intelligence, sales, computer & network security",,,"Gmail, Google Apps, Nginx, Google Analytics, Mobile Friendly, Stripe, Woo Commerce, Google Font API, WordPress.org, Bootstrap Framework, Linkedin Marketing Solutions, Render, Remote, AI",,,,,2400000,,684383f76c2a670001e854b8,,"Kimbodo is a comprehensive technology solutions provider. We specialize in modern approaches to address complex challenges, enhancing your productivity and automation capabilities. Our expertise lies in devising and executing cost-effective and time-saving strategies through cutting-edge software and scientific techniques.  More specifically, Artificial Intelligence powered by Machine Learning and Generative Networks, and programmable digital and hardware based robots engineered to enhance or replace efficiencies currently taken by your people.   The era of manual digital labor is quickly going to pass, and we can help you achieve the best foot forward in this major shift in how the web and technology as a whole operates.",2012,,,,,,
Kuali Foundation,Kuali Foundation,Cold,,13,information technology & services,david@davidjacobbusinessbrokers.com,http://www.kuali.org,http://www.linkedin.com/company/kuali-foundation,https://facebook.com/pages/refname/109440207855,https://twitter.com/kauli,2709 E 10th St,Bloomington,Indiana,United States,47408-2671,"2709 E 10th St, Bloomington, Indiana, United States, 47408-2671","software, higher education, open source, software development, administrative software, higher education software, financial system, research administration, saas, community collaboration, product features, educational institutions, software delivery, kuali financial system, kuali research project, software adoption, vendor relationships, institutional collaboration, resource sharing, non-profit foundation, open source software, kuali toolset, educational technology, software for universities, integration services, data management, software solutions, customized software, cloud-based solutions, user experience design, administrative processes, compliance management, technology for colleges, innovation in higher education, software engineering, kuali community, scalable solutions, academic software, software suite, professional services, consulting services, implementation support, digital transformation, student information systems, analytics solutions, workflow automation, financial reporting, grant management, fund accounting, enterprise systems, data-driven decision-making, collaborative platforms, information technology & services, education management, computer software, professional training & coaching, management consulting",,,"Route 53, Gmail, Google Apps, Amazon AWS, Google Tag Manager, WordPress.org, Apache, Mobile Friendly, Google Font API, Android, Remote, SharePoint, Flutter, Python, Monday.com, Airtable",,,,,4342000,,684383f86c2a670001e85549,"8200, 8200, 8200","Kuali is a growing community of universities, colleges, businesses, and other organizations partnering to build and sustain open-source software, for higher education, by higher education. Kuali software is designed for all sizes of institutions, from land-grant research universities to community colleges.

The members of the Kuali Community share a common vision - open, modular, and distributed systems. Kuali software is released under the Educational Community License. The Kuali Community has sub-communities who collaborate on enterprise software systems.

Each system and their supporting Communities are referred to as Kuali Projects, even though they are on-going, sustained efforts.",2004,,,,,,
Brand Embassy,Brand Embassy,Cold,,64,computer software,david@davidjacobbusinessbrokers.com,,http://www.linkedin.com/company/brand-embassy-ltd-,https://www.facebook.com/likebrandembassy,http://twitter.com/Brand_Embassy,,San Francisco,California,United States,,"San Francisco, California, United States","omnichannel, customer experience, customer service, social crm, help desk, digital customer service, social media, telecommunications, brand marketing, analytics, information technology, sales and marketing, consumer internet, enterprise software, software, internet, sales, enterprises, computer software, information technology & services, b2b, consumers, marketing & advertising, sales & marketing",'+1 801-320-3300,,,,,,,4356000,,684383f86c2a670001e8554e,"7372, 7371","Brand Embassy is an omnichannel cloud-based customer service platform that offers integrated solutions for social media, messaging, live chat, and AI-powered chatbots. Founded in 2011 and headquartered in Prague, the company also has offices in Boston, San Diego, London, and Dubai.

The platform provides a comprehensive suite of tools designed to enhance digital interactions. This includes social media integration for managing customer interactions, real-time messaging and live chat for immediate support, and AI-powered chatbots for automated responses. Brand Embassy ensures seamless customer experiences across various communication channels.

The company serves a diverse range of clients in over 30 countries, including notable names like T-Mobile, Vodafone, Alibaba, Puma, Telefonica O2, Allianz, and ING. In May 2019, Brand Embassy was acquired by NICE, a leader in digital customer care solutions, to further enhance its offerings in smart digital conversations and omnichannel support.",2011,,,,,,
WorldAPP,WorldAPP,Cold,,41,information technology & services,david@davidjacobbusinessbrokers.com,http://www.worldapp.com,http://www.linkedin.com/company/worldapp,,https://twitter.com/WorldAPP,161 Forbes Road,Braintree,Massachusetts,United States,02184,"161 Forbes Road, Braintree, Massachusetts, United States, 02184","enterprise feedback management software, mobile inspection & compliance applications, custom enterprise data collection solutions, forms automation software, enterprise software, saas, mobile application, b2b, software, information technology, software development, mobile forms app, image recognition, planogram generator, market share reporting, price tracking, trade agreements, assortment compliance, out of stocks detection, ai-powered compliance tracker, photo reporting, task management, workflow builder, business intelligence dashboards, consumer goods, retail execution, hospitality solutions, field sales management, operational excellence, survey tools, real-time insights, automated notifications, third-party merchandising, market execution app, data capture, sales performance tracking, customizable dashboards, performance metrics, automated processes, instant reporting, operational intelligence, promotional compliance, inventory management, retail merchandising, digital assistant, field team communication, pricing analysis, consumer insights, user engagement, visual merchandising, mobile feedback forms, analytical reporting, customer experience solutions, stock monitoring, competitive analysis, field data collection, smart task assignments, dynamic workflow automation, product identification ai, retail analytics, market trends analysis, enterprises, computer software, information technology & services, internet, computer vision, artificial intelligence, productivity, consumers",'+1 781-849-8118,,"Salesforce, Outlook, Zendesk, Jira, Atlassian Confluence, React Redux, Remote, AI",,,,,17500000,,684383f86c2a670001e8552a,,"WorldAPP is a provider of inspection and audit software solutions tailored for mobile workforces. Founded in 2002 and based in Braintree, Massachusetts, the company generates approximately $84.9 million in revenue and employs around 41 people. 

WorldAPP offers products like Form.com and Key Survey, which streamline data collection and analysis for various industries. These tools allow organizations to create custom forms, surveys, and workflows that can be accessed and managed on mobile devices, enhancing efficiency in field operations. The company's solutions are utilized across sectors such as construction, healthcare, and manufacturing, helping businesses improve operational efficiency and compliance. 

In December 2019, WorldAPP was acquired by Diversis Capital Partners, marking a significant milestone in its growth and potential within the market.",2002,,,,,,
Red Butler,Red Butler,Cold,,12,information technology & services,david@davidjacobbusinessbrokers.com,http://www.redbutler.com,http://www.linkedin.com/company/red-butler,http://facebook.com/redbutler,http://twitter.com/redbutler,8306 Wilshire Blvd,Beverly Hills,California,United States,90211-2304,"8306 Wilshire Blvd, Beverly Hills, California, United States, 90211-2304","concierge services, virtual assistant, employee benefits, loyalty technology, vip experiences, executive assistance, mobile, saas, hospitality, loyalty programs, information technology, enterprise software, e-commerce, software, consumer internet, internet, technology, information & internet, virtual assistants, administrative support, calendar management, data entry, email management, task delegation, remote work support, customer service, research & analysis, travel coordination, process optimization, backup assistants, personal support, social media management, document organization, appointment scheduling, small business support, call answering services, flexible staffing, project management, business productivity, confidentiality, time management, administrative tasks, full-time assistant alternative, outsourcing, client management, contractor support, receptionist services, personal assistant, contract management, work-life balance, executive concierge, team collaboration, communication tools, task tracking, operational support, lead generation, budgeting assistance, event planning, hr support, marketing assistance, virtual office management, business growth solutions, scalability, quality assurance, customer success management, cost efficiency, information technology & services, computer software, leisure, travel & tourism, consumers, enterprises, b2b, productivity, marketing & advertising, sales, events services",'+1 888-288-5372,"Delegated (formerly Red Butler) pairs you with a US-based college-educated virtual assistant, specially trained to handle the tasks holding you back. Save countless hours each week and invest more in what drives your business.","Sendgrid, Gmail, Google Apps, Amazon AWS, Facebook Login (Connect), Google Font API, Facebook Widget, DoubleClick, Linkedin Marketing Solutions, Mobile Friendly, Facebook Custom Audiences, Google Analytics, Google Dynamic Remarketing, Google Tag Manager, Google Plus, Bootstrap Framework v3.2.0, reCAPTCHA, Vimeo, DoubleClick Conversion, Basis, Remote",,,,,5500000,,684383f86c2a670001e85527,,"DELEGATE TO ACCELERATE. Red Butler's service specializes in helping high-performance professionals and working teams cost-effectively accelerate businesses growth by delegating strategic tasks to our dedicated administrators.

Continuously improving Red Butler's industry-leading service since 2005, our executive strength service model today combines: 

* Professional Support: your Dedicated Account Manager—a full time employee based in our office—delivers results by leveraging the entire Red Butler administrative team.

* Trust-Ranked Transactions: Red Butler takes proactive responsibility for building trust by ranking the strategic impact of every request submitted by you and your team.

* Licensed Travel Expertise: Red Butler combines global executive concierge services of a travel agency with Internet-competitive fares and rates.

* Exclusive Privileges: client-only access to upgrades, discounts and experiences with thousands of partner restaurants, hotels and businesses; utilize Red Butler Privileges or import your company's relationships.

* Team Technology: distribute time evenly or share from a pool of time - monitor and track all results in real time using a proprietary co-branded Productivity Portal.

With scalable plans for teams from 1 to 1,000, team-centric technology which allows Red Butler to launch custom productivity portals in just 24 hours and anytime anywhere productivity via text, email, portal or live phone calls.
 
The bottom line: Red Butler clients—including BeatsbyDre, Shell Oil, TED Conferences —experience the service quality of comprehensive professional administrative support for less than the cost of one full-time in-house employee.",2005,Zirtual (zirtual.com),,,,,
Resource Edge,Resource Edge,Cold,,18,information technology & services,david@davidjacobbusinessbrokers.com,http://www.resourceedge.com,http://www.linkedin.com/company/resource-edge,,,6375 S Pecos Rd,Las Vegas,Nevada,United States,89120,"6375 S Pecos Rd, Las Vegas, Nevada, United States, 89120","candidate management, recruitment sourcing, data mining, automated search, resume search, candidate marketing, internet search, process management, saas, crm, ats, recruitment solution, sales solution, software development, recruitment software, saas solutions, talent management, crm for insurance, insurance recruiting, business workflow automation, job posting software, resume search tools, sales tracking software, custom reports, personalized dashboards, email campaign management, pipeline management, task scheduling, workflow compliance, staffing solutions, prospecting tools, bulk email features, virtual researcher, job promotion, social media sourcing, internal database search, application management, customizable workflows, administrative controls, client activity tracking, drip email marketing, talent acquisition, lead management, search engine integration, email integration, user permissions management, training & support, software customization, multi-channel job posting, automation features, advanced reporting, user management, custom scheduling tools, market analysis, job sharing tools, compliance management, engagement tracking, reporting tools, application tracking system (ats), client relationship management, talent pipeline, recruitment process optimization, enterprise software, enterprises, computer software, information technology & services, b2b, sales",'+1 800-979-4665,,"Route 53, Sendgrid, Gmail, Google Apps, Microsoft Office 365, ASP.NET, WordPress.org, Formstack, Mobile Friendly, Google Font API, Microsoft-IIS, Remote, AI",,,,,10000000,,684383f86c2a670001e85531,,"Resource Edge was founded in 1999 by recruiters looking to establish an effective way to automate and improve the Internet resume search and source process. 

Today, Resource Edge has expanded the mission. Resource Edge currently provides thousands of companies with recruitment front-end and new ATS applications as well as sales-focused CRM applications. The company features two powerful brands:  

TalentHook - a well-established front-end recruitment solution used by thousands of professionals in corporate recruiting, staffing and independent recruiting across North America. In 2017, Resource Edge introduced the TalentHook ATS/CRM platform for staffing professionals seeking an ""all-in-one""​ solution.

InsuraSeek - a leader in front-end Insurance and Financial Service recruiting and sales management. In 2017, Resource Edge introduced the InsuraSeek CRM platform for Insurance professionals looking to manage their sales and recruitment data from a centralized location.",1999,,,,,,
Stratavia,Stratavia,Cold,,14,information technology & services,david@davidjacobbusinessbrokers.com,http://www.stratavia.com,http://www.linkedin.com/company/stratavia,,,707 17th Street,Denver,Colorado,United States,80202,"707 17th Street, Denver, Colorado, United States, 80202","data center automation, database automation, cloud enablement, startups, software, automotive, information technology, software development, information technology & services",'+1 303-991-4850,,,,,,,6000000,,684383f86c2a670001e85534,,"Stratavia is the industry's leading independent provider of Data Center Automation solutions. Stratavia's flagship solution, Data Palette, is based upon an intelligent Run Book Automation platform, which automates complex, error-prone, and manually intensive yet repetitive IT administration tasks. Fortune 1000 companies rely on Data Palette to define, build and execute standard operating procedures, and report on mission-critical applications and IT operations. Founded in 2001, Stratavia is privately held and venture funded and is headquartered in Denver, Colorado. For more information, please visit www.stratavia.com.",2001,HP (hp.com),,,,,
Tagalys,Tagalys,Cold,,24,information technology & services,david@davidjacobbusinessbrokers.com,http://www.tagalys.com,http://www.linkedin.com/company/tagalys,,https://twitter.com/tagalys,2035 Sunset Lake Road,Newark,Delaware,United States,19702,"2035 Sunset Lake Road, Newark, Delaware, United States, 19702","product recommendations, analytics, visual merchandising, visitor engagement, ecommerce, product discovery, fashion, lifestyle ecommerce, search, shopify, enterprise software, saas, personalization, software, information technology, technology, information & internet, ai-assisted search, fashion analytics, high-converting pages, product placement, dynamic collections, curated collections, smart ranking engine, customer engagement, ecommerce solutions, cross-selling, purchase recommendations, inventory management, merchant control, add-to-cart optimization, data-driven decisions, segmented recommendations, search customization, zero-code solutions, user-friendly interface, performance metrics, seasonal updates, best-selling products, revenue optimization, customer insights, shopping behavior analysis, responsive support, conversion tracking, a/b testing, predefined conditions, search result accuracy, pinned search results, inventory tracking, trending products, customer-centric, merchandising strategies, ongoing support, fixed pricing plans, website performance, customer journey mapping, ecommerce integration, visual storytelling, fashion brands, real-time updates, mobile responsiveness, customer retention strategies, no contract flexibility, tailored pricing, information technology & services, e-commerce, consumer internet, consumers, internet, enterprises, computer software, b2b",'+91 80561 69118,"Take control of collections, search, and recommendations with Tagalys. Fashion-first, data-driven, and built for Shopify.","Gmail, Google Apps, Amazon AWS, Hubspot, Magento 2 Community, Shopify Plus, Webflow, Mobile Friendly, Google Tag Manager, Google Dynamic Remarketing, Google AdWords Conversion, DoubleClick Conversion, DoubleClick, New Relic, Ruby On Rails, Google Font API, Shopify, Linkedin Marketing Solutions, FullStory, MouseFlow, Google Analytics, Magento",,,,,2000000,,684383f96c2a670001e855ea,,"Tagalys is a specialized eCommerce merchandising platform designed for fashion and lifestyle brands. Headquartered in Delaware, the company operates globally with a focus on enhancing online shopping experiences through data-driven solutions. Tagalys offers smart visual merchandising, automated product recommendations, and seamless integration with Shopify and Magento, allowing retailers to optimize product discovery and visual presentation.

The platform features dynamic product sequencing based on real-time trends and customer behavior, as well as customizable analytics dashboards to track performance. Tagalys emphasizes a user-friendly interface, enabling intuitive drag-and-drop merchandising and rule-based automation. The company serves mid-market to enterprise retailers, helping them adapt to seasonal merchandising needs and prioritize visual storytelling.

Tagalys is committed to simplifying merchandising through data-driven decisions and maintaining transparency in client interactions. With a focus on continuous improvement, the company regularly updates its features based on customer feedback, ensuring that it meets the evolving needs of its clients.",2015,,,,,,
Projector by BigTime,Projector by BigTime,Cold,,17,information technology & services,david@davidjacobbusinessbrokers.com,,http://www.linkedin.com/company/projector-psa,http://www.facebook.com/ProjectorPSA,http://www.twitter.com/ProjectorPSA,98 N Washington St,Boston,Massachusetts,United States,02114-1901,"98 N Washington St, Boston, Massachusetts, United States, 02114-1901","professional services automation, project management software, resource scheduling software, time & expense tracking software, psa software, psa tool, resource utilization, project management, project accounting, project delivery, enterprise psa, project profitability, cloud psa software, capacity planning, revenue forecasting, professional services software, billable utilization, it project management, consultant project management, resource management, resource scheduling, psa system, professional services kpis, consultant analytics, advanced analytics for services, project analytics, project invoicing, consultant invoicing, resource allocation, project budget tracking, dynamic resource optimization, business intelligence, operations management, integrations, professional services, software, tracking, information technology, software development, productivity, analytics, information technology & services, professional training & coaching",'+1 617-431-4112,,,,,,,6000000,,684383f96c2a670001e855ec,,"Projector by BigTime is a cloud-based Professional Services Automation (PSA) solution that enhances operational efficiency for professional services organizations. Acquired by BigTime Software in 2022, it offers a comprehensive suite of services aimed at optimizing delivery processes.

The platform features tools for time and expense management, project budgeting, invoicing, multi-currency accounting, and subcontractor management. It also includes rate and revenue management, revenue recognition, vendor management, and financial reporting. Additionally, Projector by BigTime provides BI analytics and reporting tools that help firms analyze project performance and profitability.

With over 2,700 customers and tracking more than $10 billion of billable time annually, Projector by BigTime has established a strong presence in the professional services sector.",2003,"BigTime Software, Inc. (bigtime.net)",,,,,
Get Real Health,Get Real Health,Cold,,15,information technology & services,david@davidjacobbusinessbrokers.com,http://www.getrealhealth.com,http://www.linkedin.com/company/get-real-health,https://facebook.com/GetRealHealth,http://www.twitter.com/GetReal_Health,51 Monroe Street,Rockville,Maryland,United States,20850,"51 Monroe Street, Rockville, Maryland, United States, 20850","phrs, patient engagement, meaningful use, macra, patient empowerment, outcomes improvement, data aggregation, untethered patient portal, care management, chronic disease management, care coordination, patient portals, software, information technology, software development, information technology & services",'+1 301-309-0058,,"DNS Made Easy, Gmail, Outlook, Google Apps, Microsoft Office 365, AI",,Other,,8/1/2013,6500000,,684383f96c2a670001e855d7,8000,"Get Real Health, based in Rockville, Maryland, is a healthcare technology company founded in 2001. The company specializes in patient engagement and connected care solutions, focusing on integrating patient-generated data from various sources with clinical systems to enhance care coordination. Get Real Health is part of the CPSI family of companies, following its acquisition by TruBridge.

The company's main product, InstantPHR, is a customizable personal health record platform that allows for the aggregation and sharing of health data among providers, patients, and caregivers. It features tools for patient engagement, such as secure messaging and appointment scheduling, and offers interoperability with electronic health records and third-party health applications. Get Real Health also provides white-label solutions for healthcare organizations, enabling them to customize interfaces and workflows.

Get Real Health is committed to data-driven care and has joined the CommonTrust Network to facilitate secure health data sharing. The company targets healthcare providers, hospitals, and health systems, aiming to improve patient engagement and care coordination.",2001,TruBridge (trubridge.com),,,,,
Software Projects,Software Projects,Cold,,19,information technology & services,david@davidjacobbusinessbrokers.com,http://www.softwareprojects.com,http://www.linkedin.com/company/software-projects,https://www.facebook.com/softproj,http://www.twitter.com/softproj,,Beaverton,Oregon,United States,97005,"Beaverton, Oregon, United States, 97005","digital goods, software sales, internet marketing, fraud prevention, saas, enterprise software, business services, small & medium businesses, software, information technology, technology, information & internet, ecommerce, shopping cart, crm, affiliate management, fulfillment, helpdesk, real-time analytics, email marketing, user feedback, refunds, cloud platform, automatic updates, customer management, leads tracking, orders management, sales analytics, open architecture, integration, anti-fraud, multichannel marketing, commission plans, revshare, cpc, cpa, cpl, customer support, user experience, online business, website development, business management, secure payments, pci dss compliant, accessibility, performance monitoring, sales funnels, traffic analysis, market analysis, product management, digital sales, conversion tracking, customer interaction, feedback system, online marketplace, content publishing, brand loyalty, marketing automation, customer engagement, marketing & advertising, computer software, information technology & services, enterprises, b2b, e-commerce, consumer internet, consumers, internet, sales, ux, web development",'+1 800-218-1525,Global eCommerce for Selling More Online,"Cloudflare DNS, Sendgrid, Gmail, Google Apps, CloudFlare Hosting, Google Tag Manager, Mobile Friendly, LiveChat",,,,,11759000,,684383f96c2a670001e855ce,7371,"SoftwareProjects® is a leader in performance marketing, servicing more than 10,000 customers every day in 17 countries.  For more information visit http://www.softwareprojects.com.  

Our friendly support staff is available 24/7 via phone (1-800-218-1525) email (support@softwareprojects.com) or online, to address any question or concern you have.",2003,,,,,,
Acquia DAM (Widen),Acquia DAM,Cold,,26,information technology & services,david@davidjacobbusinessbrokers.com,,http://www.linkedin.com/company/acquia-dam,,,6911 Mangrove Lane,Madison,Wisconsin,United States,53713,"6911 Mangrove Lane, Madison, Wisconsin, United States, 53713","video management, digital asset management, marketing technology, image management, digital services, brand management, software as a service, digital media management, prepress services, dam software, marketing asset management, software, catalog production, premedia services, product information management, it services & it consulting, saas, computer software, information technology & services",'+1 608-222-1296,,,,,,,17500000,,684383f96c2a670001e85685,,"Acquia DAM, formerly known as Widen, is a digital asset management (DAM) and product information management (PIM) platform. Acquired by Acquia in 2022, it has evolved from its origins as a printing and engraving company founded in 1948 into a leading provider of cloud-based solutions for managing digital assets.

The platform offers robust DAM capabilities, enabling organizations to manage, distribute, and analyze digital assets like images, videos, and documents. It also features PIM functionalities that streamline the delivery of product specifications and marketing content. Acquia DAM integrates seamlessly with other tools in Acquia's suite, enhancing its support for complex digital experiences. With a focus on ease of use and flexibility, it serves over 700 organizations, helping marketing teams effectively manage content throughout its lifecycle.",1948,Acquia (acquia.com),,,,,
Ceph,Ceph,Cold,,19,information technology & services,david@davidjacobbusinessbrokers.com,http://www.ceph.io,http://www.linkedin.com/company/ceph,https://www.facebook.com/cephstorage,https://twitter.com/ceph,707 Wilshire Blvd,Los Angeles,California,United States,90017-3720,"707 Wilshire Blvd, Los Angeles, California, United States, 90017-3720","scalable storage, open source, object storage, filesystem, open-source, distributed storage, block storage, file storage, unified storage, reliable storage, self-managing storage, self-healing storage, crush algorithm, data redundancy, data availability, commodity hardware, storage management, remote access storage, enterprise storage, data resilience, storage solutions, high performance, adaptive storage, flexible architecture, cloud storage, performance optimization, data analytics, community support, developer resources, telemetry, database storage, software-defined storage, virtualization, cloud-native storage, data protection, data migration, snapshotting, replication, cephfs, rados block device, rados object store, posix compliant, data lifecycle management, capacity planning, reducing opex, cost-effective infrastructure, multi-cloud integration, customized deployment, highly available storage, storage scalability, data integrity, computer software, information technology & services",'+1 714-706-4182,Ceph is an open source distributed storage system designed to evolve with data.,"NSOne, Bootstrap Framework, Linkedin Marketing Solutions, Mobile Friendly, Django, Twitter Advertising, Nginx, Google Tag Manager, Google Analytics, , Python, , Deel",,,,,5545000,,684383f96c2a670001e85675,7371,"Ceph is a free and open-source software-defined storage platform that offers unified object, block, and file storage services through a single distributed system. It is designed for scalability and fault tolerance, operating on commodity hardware to provide a cost-effective solution for enterprises with large-scale data storage needs.

The platform features a robust architecture that eliminates single points of failure by distributing data across clusters, enabling exabyte-level scalability. Ceph employs self-healing and self-managing mechanisms to ensure high availability and durability through replication and erasure coding. Key offerings include BlueStore, which enhances performance and reliability, and IBM Storage Ceph, a commercial version that integrates hybrid cloud solutions and enterprise-grade security.

Ceph is widely adopted in industries such as cloud computing and scientific research, with notable deployments at CERN, OVH, and DigitalOcean. Its flexibility supports various workflows, making it suitable for diverse use cases, from data lakes to virtualized environments. The platform is backed by a global developer community and offers enterprise support through vendors like IBM.",2004,,,,,,
Brand Protection Agency,Brand Protection Agency,Cold,,11,information technology & services,david@davidjacobbusinessbrokers.com,http://www.brandprotectionagency.com,http://www.linkedin.com/company/brand-protection-agency,https://www.facebook.com/wiserinc,https://twitter.com/brandagency,8750 North Central Expressway,Dallas,Texas,United States,75231,"8750 North Central Expressway, Dallas, Texas, United States, 75231","map monitoring & enforcement, channelsync, market pricing intelligence, competitive pricing intelligence, copyrighted video monitoring, product serialization & tracking, product registration management, payper click monitoring, retail, manufacturing, business intelligence, data mining, analytics, enterprise software, information technology, software, software development, price execution, retail visibility, digital shelf intelligence, market execution, promotions intelligence, live price check, cpg brands, ecommerce brands, marketplace sellers, retailers, retail analytics, price optimization, sales growth, automated monitoring, actionable insights, competitive pricing, live price updates, price recommendations, brand protection, in-store execution, channel insights, promotional compliance, data extraction, shelf monitoring, market share, sales opportunities, real-time intelligence, consumer insights, omnichannel strategies, data-driven decisions, price dynamics, competitive intelligence, reseller compliance, promotional analytics, search rankings, inventory monitoring, customer loyalty, brand management, inventory insights, market analysis, price alerts, ai integration, trend analysis, data quality, retail execution suite, retailer scorecard, sales data, price crawling, actionable reporting, custom reporting, mechanical or industrial engineering, information technology & services, enterprises, computer software, b2b",'+1 855-469-4737,"Partner with a trusted commerce execution provider who has the solutions to boost your sales, save you time, and help you act with confidence.","Route 53, Sendgrid, Outlook, Microsoft Office 365, Amazon AWS, Rackspace MailGun, Google Cloud Hosting, Mailchimp Mandrill, Gmail, Google Apps, Zendesk, DigitalOcean, MailJet, MailChimp SPF, Amazon CloudFront, Amazon Elastic Load Balancer, Postmark, Marketo, Amazon SES, Hubspot, Atlassian Cloud, Segment.io, Mixpanel, SalesLoft, WP Engine, Zoho SalesIQ, React, Salesforce, Google Dynamic Remarketing, Facebook Widget, Linkedin Marketing Solutions, Vimeo, Helpscout, Google AdWords Conversion, Typekit, Adobe Media Optimizer, Nginx, Mobile Friendly, Intercom, Bing Ads, Google Tag Manager, reCAPTCHA, Hotjar, Google Font API, HeapAnalytics, Bootstrap Framework, WordPress.org, DoubleClick Conversion, Facebook Login (Connect), Stripe, Facebook Custom Audiences, DoubleClick, CrazyEgg, YouTube, Cedexis Radar, Remote, SharePoint, Android, Flutter, Python, IoT, AI, , Databricks, Snowflake, Node.js, Data Analytics, Webmail, Reviews",,,,,6000000,,684383f96c2a670001e8565d,,"The Brand Protection Agency (BPA) provides a portfolio of marketing and technology-centric SaaS solutions tailored towards empowering companies in their brand intelligence & protection initiatives.  BPA's core services provide our clients with pricing intelligence, intellectual property integrity, and product channel tracking & tracing.

BPA's clients range from mid-size to large Fortune 50 firms, and span a number of industries, typically manufacturers of consumer packaged durable goods and software manufacturers.

Please visit our website at the following:

www.brandprotectionagency.com",2010,Ansira (ansira.com),,,,,
